CONAME,address,lat,lon,distance
CITY HOLDING CO,"25 Gatewater Road, Charleston, WV, 25313",38.4159,-81.79312,417.2309560368717 km
COMMUNITY BANK SYSTEM INC,"5790 Widewaters Parkway, Dewitt, NY, 13214",43.04852,-76.05901999999999,468.2725770687468 km
FIRST BANCORP P R,"First Federal Building, 1519 Ponce de Leon Avenue, Santurce, PR, 908",,,
GLACIER BANCORP INC,"49 Commons Loop, Kalispell, MT, 59901",48.21994,-114.32824,3149.8465620725137 km
INDEPENDENT BANK CORP/MA,"288 Union Street, Rockland, MA, 2370",42.13006,-70.91604,630.679473121723 km
OFG BANCORP,"Oriental Center, 254 Munoz Rivera Avenue, San Juan, PR, 918",18.4656,-66.09684,2499.6471839561996 km
MERCURY GENERAL CORP,"4484 Wilshire Boulevard, Los Angeles, CA, 90010",34.06155,-118.32703000000001,3706.9380883475174 km
NATIONAL PENN BANCSHARES INC,"645 Hamilton Street, Suite 1100, Allentown, PA, 18101",40.60272,-75.47122,232.12402333820614 km
NAVIGATORS GROUP INC,"400 Atlantic Street, Stamford, CT, 6901",41.05038,-73.53891999999999,382.71900959677265 km
OLD NATIONAL BANCORP,"One Main Street, Evansville, IN, 47708",37.975590000000004,-87.56501999999999,924.19865281653 km
SELECTIVE INS GROUP INC,"40 Wantage Avenue, Branchville, NJ, 7890",41.15166,-74.74391999999999,317.79166943786606 km
SVB FINANCIAL GROUP,"3003 Tasman Drive, Santa Clara, CA, 95054",37.40348,-121.98205,3902.668259340658 km
WASHINGTON FEDERAL INC,"425 Pike Street, Seattle, WA, 98101",47.61032,-122.33568999999999,3746.060532482432 km
WEBSTER FINANCIAL CORP,"Webster Plaza, Waterbury, CT, 6702",41.56797,-73.05109,450.5511625497253 km
FIRST FINL BANCORP INC/OH,"255 East Fifth Street, Suite 700, Cincinnati, OH, 45202",39.10161,-84.50838,647.2865457222332 km
KINDRED HEALTHCARE INC,"680 South Fourth Street, Louisville, KY, 40202",38.24657,-85.7592,763.0858068683374 km
TOMPKINS FINANCIAL CORP,"The Commons, PO Box 460, Ithaca, NY, 14851",42.43945,-76.49349000000001,395.9953175887555 km
TRUSTCO BANK CORP/NY,"5 Sarnowski Drive, Glenville, NY, 12302",42.83468,-73.93533000000001,509.4199462573913 km
UNITED BANKSHARES INC/WV,"300 United Center, 500 Virginia Street, East, Charleston, WV, 25301",38.354459999999996,-81.64228,405.3445627508986 km
UNITED FIRE GROUP INC,"118 Second Avenue SE, Cedar Rapids, IA, 52401",41.97788,-91.66835,1285.6969016733456 km
CST BRANDS INC,"Building D, Suite 200, One Valero Way, San Antonio, TX, 78249",29.584090000000003,-98.60703000000001,2231.4944785883654 km
FIRST NBC BANK HOLDING CO,"210 Baronne Street, New Orleans, LA, 70112",29.95287,-90.0718,1552.6781639415417 km
NEWS CORP,"1211 Avenue of the Americas, New York, NY, 10036",40.75869,-73.98239000000001,333.3601147721604 km
F N B CORP/FL,"One North Shore Center, 12 Federal Street, Pittsburgh, PA, 15212",40.44895,-80.02405,308.6328142835891 km
MALLINCKRODT PLC,"Perth House, Millennium Way, Chesterfield, S41 8ND",53.26424,-1.4390100000000001,5770.028278978985 km
ANI PHARMACEUTICALS INC,"210 Main Street West, Baudette, MN, 56623",48.71265,-94.60285,1777.885962656256 km
FIRST COMMONWLTH FINL CP/PA,"601 Philadelphia Street, Indiana, PA, 15701",40.623259999999995,-79.15128,263.57074162480217 km
MURPHY USA INC,"422 North Washington, El Dorado, AR, 71730",33.21487,-92.66396999999999,1539.8392988957767 km
SCIENCE APPLICATIONS INTL CP,"1710 SAIC Drive, McLean, VA, 22102",38.92273,-77.23402,17.166438526231566 km
PTC INC,"140 Kendrick Street, Needham, MA, 2494",42.294940000000004,-71.21462,620.5167483334131 km
N B T BANCORP INC,"52 South Broad Street, Norwich, NY, 13815",42.5289,-75.52409,423.0433828550814 km
INOGEN INC,"326 Bollay Drive, Goleta, CA, 93117",34.4277,-119.86742,3825.8201067320133 km
SIMMONS FIRST NATL CP  -CL A,"501 Main Street, Pine Bluff, AR, 71601",34.22438,-92.00274,1434.2830341798092 km
G-III APPAREL GROUP LTD,"512 Seventh Avenue, New York, NY, 10018",40.75327,-73.98926999999999,332.533215654855 km
INSTALLED BLDG PRODUCTS INC,"495 South High Street, Suite 50, Columbus, OH, 43215",39.9524,-82.99935,526.32102086178 km
ONE GAS INC,"15 East Fifth Street, Tulsa, OK, 74103",36.152229999999996,-95.98924,1699.3951145134117 km
KNOWLES CORP,"1151 Maplewood Drive, Itasca, IL, 60143",41.9695,-88.03058,992.1921405244566 km
S & T BANCORP INC,"800 Philadelphia Street, Indiana, PA, 15701",40.62267,-79.15505,263.7456200932819 km
TIME INC,"225 Liberty Street, New York, NY, 10281",40.71325,-74.01568,328.0725468132246 km
CARETRUST REIT INC,"905 Calle Amanecer, Suite 300, San Clemente, CA, 92673",33.44801,-117.60772,3669.003592179268 km
VERITIV CORP,"6600 Governors Lake Parkway, Norcross, GA, 30071",33.93099,-84.25206,849.3687100011986 km
TIMKENSTEEL CORP,"1835 Dueber Avenue, SW, Canton, OH, 44706",40.77825,-81.39519,427.2965305042194 km
CVB FINANCIAL CORP,"701 North Haven Avenue, Suite 350, Ontario, CA, 91764",34.07132,-117.57686000000001,3641.68634988938 km
PHIBRO ANIMAL HEALTH CORP,"Glenpointe Centre East, 3rd Floor, Suite 21, 300 Frank West Burr Boulevard, Teaneck, NJ, 7666",40.87464,-74.00589000000001,339.7824480122479 km
SCOTTS MIRACLE-GRO CO,"14111 Scottslawn Road, Marysville, OH, 43041",40.20989,-83.31088000000001,558.2740086088087 km
ICONIX BRAND GROUP INC,"1450 Broadway, New York, NY, 10018",40.754670000000004,-73.98631999999999,332.8255996182961 km
CATALENT INC,"14 Schoolhouse Road, Somerset, NJ, 8873",40.52877,-74.54505,280.1937742678554 km
KEYSIGHT TECHNOLOGIES INC,"1400 Fountaingrove Parkway, Santa Rosa, CA, 95403",38.483059999999995,-122.7107,3931.2121266056347 km
NOW INC,"7402 North Eldridge Parkway, Houston, TX, 77041",29.886029999999998,-95.60706,1972.8760804888018 km
WP GLIMCHER INC,"7315 Wisconsin Avenue, Suite A, A 500-E, Bethesda, MD, 20814",38.98247,-77.09300999999999,10.52457880282113 km
SLM CORP,"300 Continental Drive, Newark, DE, 19713",39.684309999999996,-75.66084000000001,147.49989578862647 km
RAYONIER ADVANCED MATERIALS,"1301 Riverplace Boulevard, Suite 2300, Jacksonville, FL, 32207",30.319020000000002,-81.65675,1041.265281605605 km
CABOT OIL & GAS CORP,"Three Memorial City Plaza, 840 Gessner Road, Suite 1400, Houston, TX, 77024",29.777340000000002,-95.54268,1974.8224099709446 km
DENBURY RESOURCES INC,"5320 Legacy Drive, Plano, TX, 75024",33.07425,-96.80749,1891.4683051858542 km
ADEPTUS HEALTH INC,"2941 Lake Vista Drive, Lewisville, TX, 75067",32.99068,-96.9639,1908.6523627168315 km
SYNCHRONY FINANCIAL,"777 Long Ridge Road, Stamford, CT, 6902",41.0967,-73.56281,384.2955591398654 km
TESCO CORP,"3993 West Sam Houston Parkway North, Suite 100, Houston, TX, 77043",29.82672,-95.56503000000001,1973.3865425601205 km
CISCO SYSTEMS INC,"170 West Tasman Drive, San Jose, CA, 95134",37.4088,-121.95376999999999,3900.100168038426 km
HEALTHEQUITY INC,"15 West Scenic Pointe Drive, Suite 100, Draper, UT, 84020",40.48069,-111.89164,2975.3949772106907 km
HOLOGIC INC,"250 Campus Drive, Marlborough, MA, 1752",42.325109999999995,-71.58305,598.124801482059 km
TETRA TECHNOLOGIES INC/DE,"24955 Interstate 45 North, The Woodlands, TX, 77380",30.115129999999997,-95.43835,1944.9370504437834 km
VICOR CORP,"25 Frontage Road, Andover, MA, 1810",42.628820000000005,-71.18029,644.977510437582 km
HALYARD HEALTH INC,"5405 Windward Parkway, Suite 100 South, Alpharetta, GA, 30004",34.08728,-84.27254,839.1606593083037 km
GRANITE CONSTRUCTION INC,"585 West Beach Street, Watsonville, CA, 95076",36.905229999999996,-121.76606000000001,3900.416496249774 km
CALIFORNIA RESOURCES CORP,"10889 Wilshire Boulevard, Los Angeles, CA, 90024",34.05936,-118.44362,3717.102547131418 km
LANDSTAR SYSTEM INC,"13410 Sutton Park Drive South, Jacksonville, FL, 32224",30.25344,-81.4624,1040.9278361645472 km
B/E AEROSPACE INC,"1400 Corporate Center Way, Wellington, FL, 33414",26.66116,-80.2646,1390.019121031137 km
KEMPER CORP/DE,"One East Wacker Drive, Chicago, IL, 60601",41.88813,-87.62236999999999,957.1635205731458 km
AAON INC,"2425 South Yukon Avenue, Tulsa, OK, 74107",36.1284,-96.01526,1702.3771636048423 km
MERIT MEDICAL SYSTEMS INC,"1600 West Merit Parkway, South Jordan, UT, 84095",40.56994,-111.93511000000001,2977.663473126404 km
CONTANGO OIL & GAS CO,"717 Texas Avenue, Suite 2900, Houston, TX, 77002",29.761390000000002,-95.36439,1961.8835072306604 km
INTL BANCSHARES CORP,"1200 San Bernardo Avenue, Laredo, TX, 78042",27.51018,-99.50408,2435.6469565812163 km
TRUEBLUE INC,"1015 A Street, Tacoma, WA, 98402",47.25388,-122.43692,3755.29465054958 km
HCA HOLDINGS INC,"One Park Plaza, Nashville, TN, 37203",36.15103,-86.81658,915.9295702364786 km
XILINX INC,"2100 Logic Drive, San Jose, CA, 95124",37.25289,-121.93468,3903.455037115248 km
KLX INC,"1300 Corporate Center Way, Wellington, FL, 33414",26.661820000000002,-80.26494,1389.9543800209756 km
ARCTIC CAT INC,"505 Highway 169 North, Suite 1000, Plymouth, MN, 55441",44.98499,-93.40339,1512.3629054089688 km
LANNETT CO INC,"13200 Townsend Road, Philadelphia, PA, 19154",40.11002,-74.97574,222.69982923387263 km
VISTA OUTDOOR INC,"938 University Park Boulevard, Suite 200, Clearfield, UT, 84015",41.09924,-111.9883,2974.5278532270527 km
BAXALTA INC,"One Baxter Parkway, Deerfield, IL, 60015",42.16024,-87.88415,986.8754421552165 km
CHEMOURS CO,"1007 Market Street, PO Box 2047, Wilmington, DE, 19899",39.74635,-75.54811,159.36919787468534 km
TRIMBLE NAVIGATION LTD,"935 Stewart Drive, Sunnyvale, CA, 94085",37.38467,-122.00545,3905.251321304646 km
EXPONENT INC,"149 Commonwealth Drive, Menlo Park, CA, 94025",37.481,-122.17388999999999,3916.4801429420963 km
COMMUNICATIONS SALES & LSNG,"Benton Building, Suite 300, 10802 Executive Center Drive, Little Rock, AR, 72211",34.73973,-92.39517,1443.585048661831 km
ENERGIZER HOLDINGS INC,"533 Maryville University, St. Louis, MO, 63141",38.64282,-90.50805,1169.8428491046825 km
BENCHMARK ELECTRONICS INC,"3000 Technology Drive, Angleton, TX, 77515",29.209159999999997,-95.44233,2004.4640279903465 km
MATRIX SERVICE CO,"5100 East Skelly Drive, Suite 500, Tulsa, OK, 74135",36.09704,-95.9194,1695.0565301670551 km
BARNES & NOBLE EDUCATION INC,"120 Mountain View Boulevard, Basking Ridge, NJ, 7920",40.642309999999995,-74.58372,285.9257014854336 km
ORBITAL ATK INC,"45101 Warp Drive, Dulles, VA, 20166",39.01379,-77.43054000000001,36.327099857434035 km
ESCO TECHNOLOGIES INC,"9900A Clayton Road, St. Louis, MO, 63124",38.6372,-90.39174,1159.825967864075 km
CABLE ONE INC,"210 East Earll Drive, Phoenix, AZ, 85012",33.484759999999994,-112.06991000000001,3187.4061317802443 km
TOPBUILD CORP,"260 Jimmy Ann Drive, Daytona Beach, FL, 32114",29.200059999999997,-81.06563,1137.7940806947313 km
LUMENTUM HOLDINGS INC,"400 North McCarthy Boulevard, Milpitas, CA, 95035",37.43522,-121.92128000000001,3896.50694805003 km
ETHAN ALLEN INTERIORS INC,"Ethan Allen Drive, Danbury, CT, 6811",41.169940000000004,-74.06593000000001,357.7764360763301 km
CATHAY GENERAL BANCORP,"777 North Broadway, Los Angeles, CA, 90012",34.06227,-118.23877,3699.279419712928 km
HAYNES INTERNATIONAL INC,"1020 West Park Avenue, PO Box 9013, Kokomo, IN, 46904",40.481759999999994,-86.14463,800.2512589065277 km
SONIC CORP,"300 Johnny Bench Drive, Oklahoma City, OK, 73104",35.46391,-97.50717,1852.9183234511656 km
COMMUNITY HEALTH SYSTEMS INC,"4000 Meridian Boulevard, Franklin, TN, 37067",35.95177,-86.81062,924.0745158966034 km
DORMAN PRODUCTS INC,"3400 East Walnut Street, Colmar, PA, 18915",40.27515,-75.24815,216.9020178049974 km
ATMEL CORP,"1600 Technology Drive, San Jose, CA, 95110",37.36441,-121.91528000000001,3898.2442033334623 km
PS BUSINESS PARKS,"701 Western Avenue, Suite 200, Glendale, CA, 91201",34.1664,-118.29543999999999,3700.1427524943974 km
AUTOZONE INC,"123 South Front Street, Memphis, TN, 38103",35.14209,-90.05603,1229.7077966148456 km
REGENERON PHARMACEUTICALS,"777 Old Saw Mill River Road, Tarrytown, NY, 10591",41.07882,-73.82248,366.1590043803211 km
GANNETT CO INC,"7950 Jones Branch Drive, McLean, VA, 22107",38.93229,-77.21849,16.05810604266207 km
COLUMBIA PIPELINE GROUP INC,"5151 San Felipe Street, Suite 2500, Houston, TX, 77056",29.749190000000002,-95.46635,1970.662155724337 km
EXTERRAN CORP,"4444 Brittmoore Road, Houston, TX, 77041",29.8363,-95.56801,1973.002985017961 km
UNITED STATES STEEL CORP,"600 Grant Street, Pittsburgh, PA, 15219",40.441520000000004,-79.99518,306.1296633236319 km
HAEMONETICS CORP,"400 Wood Road, Braintree, MA, 2184",42.21533,-71.0433,627.0949746712243 km
PANERA BREAD CO,"3630 South Geyer Road, Suite 100, St. Louis, MO, 63127",38.55317,-90.41421,1162.722740263219 km
FIRST CASH FINANCIAL SVCS,"690 East Lamar Boulevard, Suite 400, Arlington, TX, 76011",32.76385,-97.10114,1931.2276334410478 km
IDEXX LABS INC,"One IDEXX Drive, Westbrook, ME, 4092",43.66223,-70.37684,768.6011332343709 km
AES CORP,"4300 Wilson Boulevard, 11th Floor, Arlington, VA, 22203",38.87985,-77.11261,6.709451951544016 km
CORVEL CORP,"2010 Main Street, Suite 600, Irvine, CA, 92614",33.683640000000004,-117.85173,3680.6893759687323 km
HANCOCK HOLDING CO,"One Hancock Plaza, 2510 14th Street, Gulfport, MS, 39501",30.36838,-89.09352,1452.6272403345547 km
DINEEQUITY INC,"450 North Brand Boulevard, Glendale, CA, 91203",34.15245,-118.25458,3697.1500096289374 km
KAISER ALUMINUM CORP,"27422 Portola Parkway, Suite 200, Foothill Ranch, CA, 92610",33.67029,-117.65365,3664.0742182812396 km
MONSTER BEVERAGE CORP,"1 Monster Way, Corona, CA, 92879",33.877159999999996,-117.53696000000001,3645.801615292947 km
XL GROUP PLC,"XL House, 8 St. Stephen's Green, Dublin, 2",53.33988000000001,-6.25969,5457.069299959905 km
VERTEX PHARMACEUTICALS INC,"50 Northern Avenue, Boston, MA, 2210",42.353590000000004,-71.04612,635.6160174396549 km
MONRO MUFFLER BRAKE INC,"200 Holleder Parkway, Rochester, NY, 14615",43.18951,-77.65727,479.45353737768846 km
PROGRESS SOFTWARE CORP,"14 Oak Park Drive, Bedford, MA, 1730",42.51336,-71.2523,632.4514919013033 km
HEALTHWAYS INC,"701 Cool Springs Boulevard, Franklin, TN, 37067",35.9454,-86.80649,924.0168197874011 km
ZEBRA TECHNOLOGIES CP  -CL A,"3 Overlook Point, Lincolnshire, IL, 60069",42.187509999999996,-87.93364,991.6991443741457 km
EZCORP INC  -CL A,"1901 Capital Parkway, Austin, TX, 78746",30.26,-97.79791,2125.2167062553162 km
PROASSURANCE CORP,"100 Brookwood Place, Birmingham, AL, 35209",33.46581,-86.77334,1062.0643774278465 km
BIOGEN INC,"225 Binney Street, Cambridge, MA, 2142",42.366440000000004,-71.08516,633.8153888534994 km
VCA INC,"12401 West Olympic Boulevard, Los Angeles, CA, 90064",34.03159,-118.45825,3719.4495368141734 km
SPX FLOW INC,"13320 Ballantyne Corporate Place, Charlotte, NC, 28277",35.06084,-80.84558,544.1149612855935 km
PAYPAL HOLDINGS INC,"2211 North First Street, San Jose, CA, 95131",37.37696,-121.92266000000001,3898.47144353188 km
OLD DOMINION FREIGHT,"500 Old Dominion Way, Thomasville, NC, 27360",35.90893,-80.0585,425.9871703569632 km
HORACE MANN EDUCATORS CORP,"1 Horace Mann Plaza, Springfield, IL, 62715",39.80108,-89.64491,1090.3435652937828 km
ATLANTIC TELE-NETWORK INC,"600 Cummings Center, Beverly, MA, 1915",42.560340000000004,-70.88655,659.6531532872672 km
WORLD ACCEPTANCE CORP/DE,"108 Frederick Street, Greenville, SC, 29607",34.83892,-82.36763,654.4743181844012 km
KIMCO REALTY CORP,"3333 New Hyde Park Road, Suite 100, New Hyde Park, NY, 11042",40.76703,-73.69229,353.70657798460337 km
WISDOMTREE INVESTMENTS INC,"245 Park Avenue, 35th Floor, New York, NY, 10167",43.19701,-75.72994,489.9581366969463 km
PERRIGO CO PLC,"Treasury Building, Lower Grand Canal Street, Dublin, 2",53.34035,-6.24316,5458.1301665527035 km
TETRA TECH INC,"3475 East Foothill Boulevard, Pasadena, CA, 91107",34.15018,-118.07812,3681.9835915086396 km
QUALCOMM INC,"5775 Morehouse Drive, San Diego, CA, 92121",32.89728,-117.19563000000001,3655.8925592233227 km
CORP OFFICE PPTYS TR INC,"6711 Columbia Gateway Drive, Suite 300, Columbia, MD, 21046",39.18473,-76.80711,37.65125000549284 km
SPOK HOLDINGS INC,"6850 Versar Center, Suite 420, Springfield, VA, 22151",38.79448,-77.18151999999999,16.879891118625462 km
GILEAD SCIENCES INC,"333 Lakeside Drive, Foster City, CA, 94404",37.567170000000004,-122.2822,3922.937948743635 km
ABAXIS INC,"3240 Whipple Road, Union City, CA, 94587",37.60557,-122.08106000000001,3904.692537311943 km
WHOLE FOODS MARKET INC,"550 Bowie Street, Austin, TX, 78703",30.27086,-97.75278,2120.904615667927 km
ROPER TECHNOLOGIES INC,"6901 Professional Parkway East, Suite 200, Sarasota, FL, 34240",27.384109999999996,-82.43181,1371.7920893571836 km
SYNOPSYS INC,"690 East Middlefield Road, Mountain View, CA, 94043",37.39485,-122.04986000000001,3908.695314371675 km
CALLAWAY GOLF CO,"2180 Rutherford Road, Carlsbad, CA, 92008",33.13212,-117.28143999999999,3653.603888819955 km
VIRTUS INVESTMENT PTNRS INC,"100 Pearl Street, 9th Floor, Hartford, CT, 6103",41.76587,-72.67418,488.75164516542276 km
TIME WARNER INC,"One Time Warner Center, New York, NY, 10019",40.73276,-74.01955,329.11867838584647 km
ICU MEDICAL INC,"951 Calle Amanecer, San Clemente, CA, 92673",33.45122,-117.60253,3668.4245919806576 km
MOHAWK INDUSTRIES INC,"160 South Industrial Boulevard, Calhoun, GA, 30701",34.47244,-84.93851,859.4987578686271 km
PRAXAIR INC,"39 Old Ridgebury Road, Danbury, CT, 6810",41.38155,-73.51541,407.6325082163733 km
KOPIN CORP,"125 North Drive, Westborough, MA, 1581",42.28866,-71.62999,592.5869607533658 km
AGCO CORP,"4205 River Green Parkway, Duluth, GA, 30096",34.01785,-84.16473,836.9110823822524 km
STEIN MART INC,"1200 Riverplace Boulevard, Jacksonville, FL, 32207",30.31815,-81.65803000000001,1041.401777913413 km
BUCKLE INC,"2407 West 24th Street, Kearney, NE, 68845",40.70053,-99.11249000000001,1896.0027082430402 km
BOSTON SCIENTIFIC CORP,"300 Boston Scientific Way, Marlborough, MA, 1752",42.36218,-71.56107,602.0794766308713 km
KOHL'S CORP,"N56 W17000 Ridgewood Drive, Menomonee Falls, WI, 53051",43.12101,-88.11764000000001,1042.1800363138557 km
STERIS PLC,"Chancery House, 190 Waterside Road, Hamilton Industrial Park, Leicester, LE5 1QZ",52.66454,-1.0767799999999998,5812.514516866313 km
U S PHYSICAL THERAPY INC,"1300 West Sam Houston Parkway South, Suite 300, Houston, TX, 77042",29.748279999999998,-95.5591,1977.9937360424747 km
BED BATH & BEYOND INC,"650 Liberty Avenue, Union, NJ, 7083",40.69794,-74.30237,307.99018768100774 km
D R HORTON INC,"301 Commerce Street, Suite 500, Fort Worth, TX, 76102",32.75631,-97.33053000000001,1950.8784299234135 km
EXPRESS SCRIPTS HOLDING CO,"One Express Way, St. Louis, MO, 63121",38.718059999999994,-90.31026,1151.9246072188903 km
FINISH LINE INC  -CL A,"3308 North Mitthoeffer Road, Indianapolis, IN, 46235",39.82751,-85.9911,778.0758512331231 km
COLUMBIA BANKING SYSTEM INC,"1301 A Street, Tacoma, WA, 98402",47.25142,-122.43623000000001,3755.254987612677 km
GENERAL CABLE CORP/DE,"4 Tesseneer Drive, Highland Heights, KY, 41076",39.04271,-84.4641,643.5265411197736 km
STARBUCKS CORP,"2401 Utah Avenue South, Seattle, WA, 98134",47.58077,-122.33523999999998,3746.143597713646 km
SUPERIOR ENERGY SERVICES INC,"1001 Louisiana Street, Suite 2900, Houston, TX, 77002",29.75788,-95.36739,1962.3468850399443 km
CENTRAL GARDEN & PET CO,"1340 Treat Boulevard, Suite 600, Walnut Creek, CA, 94597",37.9261,-122.05796000000001,3892.840070698285 km
ENCORE WIRE CORP,"1329 Millwood Road, Mckinney, TX, 75069",33.18371,-96.60141999999999,1868.8858663719848 km
CARE CAPITAL PPTYS INC,"353 North Clark Street, Suite 2900, Chicago, IL, 60654",41.888870000000004,-87.63053000000001,957.8356453380893 km
OMEGA HEALTHCARE INVS INC,"200 International Circle, Suite 3500, Hunt Valley, MD, 21030",39.49689,-76.6615,74.076331360368 km
LTC PROPERTIES INC,"2829 Townsgate Road, Suite 350, Westlake Village, CA, 91361",34.15419,-118.82293999999999,3746.1999219420236 km
CHEESECAKE FACTORY INC,"26901 Malibu Hills Road, Calabasas Hills, CA, 91301",34.13708,-118.71137,3737.223334035748 km
LITTELFUSE INC,"8755 West Higgins Road, Suite 500, Chicago, IL, 60631",41.9865,-87.84447,977.9605874151496 km
ON ASSIGNMENT INC,"26745 Malibu Hills Road, Calabasas, CA, 91301",34.13844,-118.70618999999999,3736.722966540278 km
ELECTRONICS FOR IMAGING INC,"6750 Dumbarton Circle, Fremont, CA, 94555",37.54643,-122.06183999999999,3904.9185550523175 km
MINERALS TECHNOLOGIES INC,"622 Third Avenue, 38th Floor, New York, NY, 10017",42.785090000000004,-73.69813,515.3940287723054 km
PATTERSON COMPANIES INC,"1031 Mendota Heights Road, St. Paul, MN, 55120",44.88455,-93.06652,1483.5390232854963 km
LIGAND PHARMACEUTICAL INC,"11119 North Torrey Pines Road, Suite 200, La Jolla, CA, 92037",32.908,-117.24278999999999,3659.5337897696363 km
TAUBMAN CENTERS INC,"200 East Long Lake Road, Suite 300, Bloomfield Hills, MI, 48304",42.583059999999996,-83.23770999999999,664.2468893126338 km
CHART INDUSTRIES INC,"One Infinity Corporate Centre Drive, Suite 300, Garfield Heights, OH, 44125",41.4113,-81.61184,479.17227290069604 km
BLACK BOX CORP,"1000 Park Drive, Lawrence, PA, 15055",40.30997,-80.13181,308.44730413096244 km
SM ENERGY CO,"1775 Sherman Street, Suite 1200, Denver, CO, 80203",39.74454,-104.98518,2401.976264050888 km
UNIVERSAL INSURANCE HLDGS,"1110 West Commercial Boulevard, Suite 100, Fort Lauderdale, FL, 33309",26.18647,-80.15876999999999,1439.5201857828267 km
SEACOR HOLDINGS INC,"2200 Eller Drive, PO Box 13038, Fort Lauderdale, FL, 33316",26.08401,-80.11529,1449.854714336302 km
HMS HOLDINGS CORP,"5615 High Point Drive, Irving, TX, 75038",32.8909,-96.97516999999999,1914.4293703915755 km
GULFPORT ENERGY CORP,"14313 North May Avenue, Suite 100, Oklahoma City, OK, 73134",35.61609,-97.56788,1853.030583882318 km
HEWLETT PACKARD ENTERPRISE,"3000 Hanover Street, Palo Alto, CA, 94304",37.41467,-122.14568999999999,3916.1936277056598 km
CSRA INC,"3170 Fairview Park Drive, Falls Church, VA, 22042",38.85988,-77.21476,15.841601084708158 km
FOUR CORNERS PROPERTY TR INC,"591 Redwood Hwy, Mill Valley, CA, 94941",37.8889,-122.51853,3932.9096018155237 km
DDR CORP,"3300 Enterprise Parkway, Beachwood, OH, 44122",41.46861,-81.49535999999999,474.8125582482997 km
CHESAPEAKE ENERGY CORP,"6100 North Western Avenue, Oklahoma City, OK, 73118",35.53427,-97.52878,1852.3942792776686 km
CREE INC,"4600 Silicon Drive, Durham, NC, 27703",35.90034,-78.84243000000001,368.98871097063176 km
LIVANOVA PLC,"5 Merchant Square, North Wharf Road, London, W2 1AY",51.51896,-0.17365,5910.3257594019 km
CRYOLIFE INC,"1655 Roberts Boulevard NW, Kennesaw, GA, 30144",34.00334,-84.59369000000001,867.5943013068813 km
UNIVERSAL ELECTRONICS INC,"201 East Sandpointe Avenue, 8th Floor, Santa Ana, CA, 92707",33.698170000000005,-117.8667,3681.4072819501266 km
ALLERGAN PLC,"Clonshaugh Business and Technology Park, Coolock, Dublin, D17 E400",53.40126,-6.221430000000001,5458.011814962407 km
HUMANA INC,"500 West Main Street, Louisville, KY, 40202",38.25649,-85.7589,762.9045892567224 km
INTUIT INC,"2700 Coast Avenue, Mountain View, CA, 94043",37.43049,-122.09626000000002,3911.4987279495263 km
MICROCHIP TECHNOLOGY INC,"2355 West Chandler Boulevard, Chandler, AZ, 85224",33.30495,-111.88138000000001,3178.256123068878 km
JARDEN CORP,"1800 North Military Trail, Boca Raton, FL, 33431",26.36303,-80.12142,1419.6062022164817 km
CHICOS FAS INC,"11215 Metro Parkway, Fort Myers, FL, 33966",26.58103,-81.85088,1437.8505654819733 km
CHUBB LTD,"Barengasse 32, Zurich, 8001",47.36942,8.53609,6669.355613139927 km
FOSSIL GROUP INC,"901 South Central Expressway, Richardson, TX, 75080",32.93905,-96.74429,1892.6785703490652 km
GENERAL GROWTH PPTYS INC,"110 North Wacker Drive, Chicago, IL, 60606",41.883790000000005,-87.63749,958.22613239 km
SANMINA CORP,"2700 North First Street, San Jose, CA, 95134",37.390209999999996,-121.92934,3898.6173520530338 km
APTARGROUP INC,"475 West Terra Cotta Avenue, Suite E, Crystal Lake, IL, 60014",42.24733,-88.34018,1025.6950347871266 km
O'REILLY AUTOMOTIVE INC,"233 South Patterson Avenue, Springfield, MO, 65802",37.20766,-93.2484,1433.0899522562374 km
ROYAL CARIBBEAN CRUISES LTD,"1050 Caribbean Way, Miami, 33132",25.77528,-80.17837,1484.6365676562473 km
POLYONE CORP,"33587 Walker Road, Avon Lake, OH, 44012",41.49285,-82.05287,514.9592759374403 km
JABIL CIRCUIT INC,"10560 Dr. Martin Luther King, Jr. Street North, St. Petersburg, FL, 33716",27.866290000000003,-82.64715,1329.408620284642 km
ANIKA THERAPEUTICS INC,"32 Wiggins Avenue, Bedford, MA, 1730",42.48021,-71.26581,629.333636484843 km
REINSURANCE GROUP AMER INC,"16600 Swingley Ridge Road, Chesterfield, MO, 63017",38.66153,-90.56658,1174.7124567902608 km
TITAN INTERNATIONAL INC,"2701 Spruce Street, Quincy, IL, 62301",39.94732,-91.37141,1238.3129186617143 km
ELLIS PERRY INTL INC,"3000 NW 107th Avenue, Miami, FL, 33172",25.80185,-80.37005,1485.411870065693 km
HEALTHCARE REALTY TRUST INC,"3310 West End Avenue, Suite 700, Nashville, TN, 37203",36.14029,-86.81818,916.5168011493379 km
ACADIA REALTY TRUST,"411 Theodore Fremd Avenue, Suite 300, Rye, NY, 10580",40.97468,-73.70054,366.8206308745358 km
TRANSOCEAN LTD,"10 Chemin de Blandonnet, Vernier, 1214",46.221109999999996,6.0975,6557.355560190085 km
TANGER FACTORY OUTLET CTRS,"3200 Northline Avenue, Suite 360, Greensboro, NC, 27408",36.08854,-79.83406,397.83875545911894 km
