CONAME,address,lat,lon,distance
YUM BRANDS INC,"1441 Gardiner Lane, Louisville, KY, 40213",38.199220000000004,-85.69452,758.24530757046 km
FARO TECHNOLOGIES INC,"250 Technology Park, Lake Mary, FL, 32746",28.73847,-81.3625,1195.4275350123423 km
CHILDRENS PLACE INC,"500 Plaza Drive, Secaucus, NJ, 7094",40.78779,-74.04488,331.1753342781209 km
OSI SYSTEMS INC,"12525 Chadron Avenue, Hawthorne, CA, 90250",33.91887,-118.32958,3712.73553974112 km
C H ROBINSON WORLDWIDE INC,"14701 Charlson Road, Eden Prairie, MN, 55347",44.82112,-93.46055,1510.2291375457994 km
FAIRCHILD SEMICONDUCTOR INTL,"3030 Orchard Parkway, San Jose, CA, 95134",37.392559999999996,-121.93641000000001,3899.142636147574 km
DRIL-QUIP INC,"6401 North Eldridge Parkway, Houston, TX, 77041",29.86662,-95.60836,1974.225351133304 km
EPR PROPERTIES,"909 Walnut Street, Suite 200, Kansas City, MO, 64106",39.10325,-94.58156,1517.4692971365316 km
GROUP 1 AUTOMOTIVE INC,"800 Gessner, Suite 500, Houston, TX, 77024",29.77743,-95.5439,1974.912343133895 km
METTLER-TOLEDO INTL INC,"1900 Polaris Parkway, Columbus, OH, 43240",40.14375,-82.96918000000001,528.2623326200916 km
SONIC AUTOMOTIVE INC  -CL A,"4401 Colwick Road, Charlotte, NC, 28211",35.17693,-80.79714,531.2192828108933 km
AFFILIATED MANAGERS GRP INC,"777 South Flagler Drive, West Palm Beach, FL, 33401",26.70672,-80.0495,1380.858505121978 km
GEOSPACE TECHNOLOGIES CORP,"7007 Pinemont Drive, Houston, TX, 77040",29.840009999999996,-95.49807,1967.2673924689877 km
DEPOMED INC,"7999 Gateway Boulevard, Suite 300, Newark, CA, 94560",37.53935,-122.06435,3905.3538809042116 km
AMSURG CORP,"1A Burton Hills Boulevard, Nashville, TN, 37215",36.09668,-86.82316,918.787773991926 km
INGREDION INC,"5 Westbrook Corporate Center, Westchester, IL, 60154",41.84531,-87.90524,978.356711743675 km
POWER INTEGRATIONS INC,"5245 Hellyer Avenue, San Jose, CA, 95138",37.27065,-121.79278000000001,3890.834693199272 km
UNITED RENTALS INC,"100 First Stamford Place, Suite 700, Stamford, CT, 6902",41.04466,-73.54874000000001,381.6773001637609 km
BBCN BANCORP INC,"3731 Wilshire Boulevard, Suite 1000, Los Angeles, CA, 90010",34.06238,-118.30753999999999,3705.2208048309726 km
CAREER EDUCATION CORP,"231 North Martingale Road, Schaumburg, IL, 60173",42.03314,-88.03260999999999,994.3785736625257 km
MERCURY SYSTEMS INC,"201 Riverneck Road, Chelmsford, MA, 1824",42.60321,-71.32949,633.6070857136262 km
SURMODICS INC,"9924 West 74th Street, Eden Prairie, MN, 55344",44.86864,-93.40335999999999,1507.8124556438795 km
WADDELL&REED FINL INC  -CL A,"6300 Lamar Avenue, Overland Park, KS, 66202",39.013740000000006,-94.65956,1525.0430472098271 km
VASCO DATA SEC INTL INC,"1901 South Meyers Road, Suite 210, Oakbrook Terrace, IL, 60181",41.847570000000005,-87.99004000000001,985.1996049429836 km
BROADCOM CORP  -CL A,"5300 California Avenue, Irvine, CA, 92617-3038",33.63812,-117.85068000000001,3682.4121193590313 km
FEDERATED INVESTORS INC,"Federated Investors Tower, 1001 Liberty Avenue, Pittsburgh, PA, 15222-3779",40.44427,-79.99450999999999,306.24892578238524 km
NIELSEN HOLDINGS PLC,"A C Nielsen House, London Road, Oxford, OX3 9RX",51.76225,-1.1917799999999998,5834.926837653542 km
AMERICAN TOWER CORP,"116 Huntington Avenue, 11th Floor, Boston, MA, 2116",42.3474,-71.07943,632.9769089017444 km
BROOKLINE BANCORP INC,"131 Clarendon Street, Boston, MA, 2116",42.34841,-71.07384,633.4178254749171 km
FIRST NIAGARA FINANCIAL GRP,"726 Exchange Street, Suite 618, Buffalo, NY, 14210",42.87484,-78.84965,467.2647869260647 km
MANHATTAN ASSOCIATES INC,"2300 Windy Ridge Parkway, 10th Floor, Atlanta, GA, 30339",33.90606,-84.45989,865.4594068217568 km
LASALLE HOTEL PROPERTIES,"7550 Wisconsin Avenue, 10th Floor, Bethesda, MD, 20814",38.98572,-77.09483,10.917823233681263 km
INFINITY PROPERTY & CAS CORP,"3700 Colonnade Parkway, Suite 600, Birmingham, AL, 35243",33.4371,-86.72989,1060.795090885355 km
VENTAS INC,"353 North Clark Street, Suite 3300, Chicago, IL, 60654",41.888870000000004,-87.63053000000001,957.8356453380893 km
EQUITY ONE INC,"410 Park Avenue, Suite 1220, New York, NY, 10022",40.76028,-73.97225999999999,334.1476972021168 km
INNOSPEC INC,"8310 South Valley Highway, Suite 350, Englewood, CO, 80112",39.56545,-104.87006000000001,2394.583336639146 km
L-3 COMMUNICATIONS HLDGS INC,"600 Third Avenue, New York, NY, 10016",40.74928,-73.97594000000001,333.1619638891575 km
WASTE CONNECTIONS INC,"3 Waterway Square Place, Suite 110, The Woodlands, TX, 77380",30.1608,-95.45617,1943.4469810560934 km
ULTIMATE SOFTWARE GROUP INC,"2000 Ultimate Way, Weston, FL, 33326",26.097170000000002,-80.38432,1453.6309064679112 km
MARINEMAX INC,"2600 McCormick Drive, Suite 200, Clearwater, FL, 33759",27.99979,-82.7283,1318.6501981221693 km
MICROSTRATEGY INC,"1850 Towers Crescent Plaza, Tysons Corner, VA, 22182",38.91584,-77.22081,15.922803949718878 km
COGNIZANT TECH SOLUTIONS,"Glenpointe Centre West, 500 Frank W. Burr Boulevard, Teaneck, NJ, 7666",40.87464,-74.00589000000001,339.7824480122479 km
REPUBLIC SERVICES INC,"18500 North Allied Way, Phoenix, AZ, 85054",33.6543,-111.93078999999999,3168.635125471583 km
CARDINAL FINANCIAL CORP,"8270 Greensboro Drive, Suite 500, McLean, VA, 22102",38.92362,-77.23061,16.891109012611107 km
CONVERGYS CORP,"201 East Fourth Street, Cincinnati, OH, 45202",39.10038,-84.50946,647.3808198693746 km
CROWN CASTLE INTL CORP,"1220 Augusta Drive, Suite 600, Houston, TX, 77057",29.75468,-95.48346,1971.6464985527634 km
EBAY INC,"2065 Hamilton Avenue, San Jose, CA, 95125",37.29546,-121.92747,3901.4785703516723 km
POPEYES LOUISIANA KITCHEN,"400 Perimeter Center Terrace, Suite 1000, Atlanta, GA, 30346",33.92929,-84.33846,855.3973996735488 km
GOLDMAN SACHS GROUP INC,"200 West Street, New York, NY, 10282",40.714859999999994,-74.0142,328.27994452875384 km
PROSPERITY BANCSHARES INC,"Prosperity Bank Plaza, 4295 San Felipe, Houston, TX, 77027",29.745959999999997,-95.45142,1969.70237163825 km
SELECT COMFORT CORP,"9800 59th Avenue North, Minneapolis, MN, 55442",45.06007,-93.40377,1515.3761822136503 km
BLUCORA INC,"10900 NE 8th Street, Suite 800, Bellevue, WA, 98004",47.61777,-122.19426999999999,3735.406420411785 km
STERLING BANCORP,"400 Rella Boulevard, Montebello, NY, 10901",41.11589,-74.10616999999999,351.18605928374404 km
NVIDIA CORP,"2701 San Tomas Expressway, Santa Clara, CA, 95050",37.37018,-121.96403000000001,3902.19772167607 km
EAST WEST BANCORP INC,"135 North Los Robles Avenue, 7th Floor, Pasadena, CA, 91101",34.14601,-118.14148999999999,3687.6230142234076 km
ALBANY MOLECULAR RESH INC,"26 Corporate Circle, Albany, NY, 12203",42.70321,-73.87461,499.7987851174977 km
DELPHI AUTOMOTIVE PLC,"Courteney Road, Hoath Way, Gillingham, ME8 0RU",51.36054,0.5793699999999999,5965.571242150236 km
BOTTOMLINE TECHNOLOGIES INC,"325 Corporate Drive, Portsmouth, NH, 3801",43.070570000000004,-70.80013000000001,699.9101718270623 km
KORN/FERRY INTERNATIONAL,"1900 Avenue of the Stars, Suite 2600, Los Angeles, CA, 90067",34.06041,-118.41644,3714.7120324761936 km
CEB INC,"1919 North Lynn Street, Arlington, VA, 22209",38.89732,-77.07064,2.7695125325907393 km
MKS INSTRUMENTS INC,"2 Tech Drive, Suite 201, Andover, MA, 1810",42.68882,-71.21141,647.1082188124466 km
PRICELINE GROUP INC,"800 Connecticut Avenue, Norwalk, CT, 6854",41.093140000000005,-73.45418000000001,391.26063109100284 km
STANCORP FINANCIAL GROUP INC,"1100 SW Sixth Avenue, Portland, OR, 97204",45.51594,-122.67971999999999,3787.3782802804453 km
HEIDRICK & STRUGGLES INTL,"233 South Wacker Drive, Willis Tower, Suite 4200, Chicago, IL, 60606",41.87891,-87.63549,957.9112197492047 km
CONSOL ENERGY INC,"CNX Center, 1000 Consol Energy Drive, Canonsburg, PA, 15317",40.278909999999996,-80.16396999999999,309.15580433020534 km
LIFEPOINT HEALTH INC,"330 Seven Springs Way, Brentwood, TN, 37027",36.04141,-86.76971999999999,916.741812051714 km
U S CONCRETE INC,"331 North Main Street, Euless, TX, 76039",32.84179,-97.08346,1925.926822472846 km
REYNOLDS AMERICAN INC,"401 North Main Street, Winston-Salem, NC, 27101",36.09932,-80.2437,420.3910763586391 km
F5 NETWORKS INC,"401 Elliott Avenue West, Seattle, WA, 98119",47.62252,-122.36376000000001,3748.12168390631 km
SKECHERS U S A INC,"228 Manhattan Beach Boulevard, Manhattan Beach, CA, 90266",33.88476,-118.40993999999999,3721.0266651337797 km
UNITED THERAPEUTICS CORP,"1040 Spring Street, Silver Spring, MD, 20910",38.99967,-77.02855,11.357040911437242 km
STAMPS.COM INC,"1990 East Grand Avenue, El Segundo, CA, 90245",33.91885,-118.39182,3718.118917337221 km
JUNIPER NETWORKS INC,"1133 Innovation Way, Sunnyvale, CA, 94089",37.40717,-122.02708,3906.371228823917 km
ENCORE CAPITAL GROUP INC,"3111 Camino Del Rio North, Suite 103, San Diego, CA, 92108",32.774229999999996,-117.12778999999999,3655.1628363875147 km
PRIVATEBANCORP INC,"120 South LaSalle Street, Chicago, IL, 60603",41.88025,-87.63279,957.739366043403 km
NIC INC,"25501 West Valley Parkway, Suite 300, Olathe, KS, 66061",38.944390000000006,-94.88215,1544.9559530806227 km
J2 GLOBAL INC,"6922 Hollywood Boulevard, Suite 500, Los Angeles, CA, 90028",34.101420000000005,-118.34103,3706.599257505271 km
LENNOX INTERNATIONAL INC,"2140 Lake Park Boulevard, Richardson, TX, 75080",32.98217,-96.76066,1891.9616980212177 km
PERFICIENT INC,"555 Maryville University Drive, Suite 600, Saint Louis, MO, 63141",38.64311,-90.50695999999999,1169.7452625530127 km
RED HAT INC,"100 East Davie Street, Raleigh, NC, 27601",35.77518,-78.63763,374.37621577817805 km
NETSCOUT SYSTEMS INC,"310 Littleton Road, Westford, MA, 1886",42.55384,-71.44225,622.9533305010614 km
INTERACTIVE INTELLIGENCE GRP,"7601 Interactive Way, Indianapolis, IN, 46278",39.89013,-86.26829000000001,802.2980213965164 km
SENIOR HOUSING PPTYS TRUST,"Two Newton Place, 255 Washington Street, Newton, MA, 2458",42.35801,-71.18401999999999,626.6519576490596 km
BLACKROCK INC,"55 East 52nd Street, New York, NY, 10055",40.659859999999995,-73.92902,330.496647759294 km
CIRCOR INTL INC,"30 Corporate Drive, Suite 200, Burlington, MA, 1803",42.4938,-71.1906,635.1744373448546 km
VASCULAR SOLUTIONS INC,"6464 Sycamore Court North, Minneapolis, MN, 55369",45.07208,-93.44365,1518.7868825208404 km
WORLD WRESTLING ENTMT INC,"1241 East Main Street, Stamford, CT, 6902",41.05932,-73.50993000000001,385.2575157550031 km
AKAMAI TECHNOLOGIES INC,"150 Broadway, Cambridge, MA, 2142",42.36427,-71.08894000000001,633.4219326992861 km
EXPEDIA INC,"333 108th Avenue NE, Bellevue, WA, 98004",47.61343,-122.19698000000001,3735.6261252460095 km
RUDOLPH TECHNOLOGIES INC,"16 Jonspin Road, Wilmington, MA, 1887",42.59552,-71.15148,644.5779003295684 km
AGILENT TECHNOLOGIES INC,"5301 Stevens Creek Boulevard, Santa Clara, CA, 95051",37.325340000000004,-121.99885,3906.5827020241095 km
TELEDYNE TECHNOLOGIES INC,"1049 Camino Dos Rios, Thousand Oaks, CA, 91360",34.19769,-118.90536999999999,3751.636328222807 km
XO GROUP INC,"195 Broadway, 25th Floor, New York, NY, 10007",40.76393,-73.51916999999999,365.6162509492943 km
PACKAGING CORP OF AMERICA,"1955 West Field Court, Lake Forest, IL, 60045",42.24325,-87.89466999999999,990.5754852729536 km
INTERSIL CORP  -CL A,"1001 Murphy Ranch Road, Milpitas, CA, 95035",37.412929999999996,-121.92378000000001,3897.424841697447 km
SILICON LABORATORIES INC,"400 West Cesar Chavez, Austin, TX, 78701",30.264559999999996,-97.74812,2120.9002806538597 km
EDGEWELL PERSONAL CARE CO,"1350 Timberlake Manor Parkway, Chesterfield, MO, 63017",38.6479,-90.52699,1171.4288672080284 km
CABOT MICROELECTRONICS CORP,"870 North Commons Drive, Aurora, IL, 60504",41.773590000000006,-88.22418,1001.7894382478175 km
HEALTHSTREAM INC,"209 10th Avenue South, Suite 450, Nashville, TN, 37203",36.15483,-86.78235,912.9206994196248 km
METLIFE INC,"200 Park Avenue, New York, NY, 10166-0188",42.13772,-77.03873,359.78950648128915 km
LIVEPERSON INC,"475 10th Avenue, 5th Floor, New York, NY, 10018",40.65967,-73.97762,327.13900304517296 km
FRONTIER COMMUNICATIONS CORP,"401 Merritt 7, Norwalk, CT, 6851",41.1486,-73.42671999999999,396.8464896674837 km
CEVA INC,"1943 Landings Drive, Mountain View, CA, 94043",37.421209999999995,-122.09121,3911.3650636797397 km
NRG ENERGY INC,"211 Carnegie Center, Princeton, NJ, 8540",40.31865,-74.64519,259.1032539817007 km
PACWEST BANCORP,"9701 Wilshire Boulevard, Suite 700, Beverly Hills, CA, 90212",34.06739,-118.40666,3713.594940523951 km
INTUITIVE SURGICAL INC,,22.99162,120.18503,12923.488520190589 km
BASIC ENERGY SERVICES INC,"801 Cherry Street, Suite 2100, Fort Worth, TX, 76102",32.75045,-97.33457,1951.5048868801682 km
CHARLES RIVER LABS INTL INC,"251 Ballardvale Street, Wilmington, MA, 1887",42.59326,-71.15765999999999,644.022866270616 km
JANUS CAPITAL GROUP INC,"151 Detroit Street, Denver, CO, 80206",39.71882,-104.95478999999999,2399.727325585858 km
ILLUMINA INC,"5200 Illumina Way, San Diego, CA, 92122",32.873020000000004,-117.19968,3657.256395058144 km
MEDICINES CO,"8 Sylvan Way, Parsippany, NJ, 7054",40.8471,-74.4472,309.8189644395127 km
EQUINIX INC,"One Lagoon Drive, 4th Floor, Redwood City, CA, 94065",37.52666,-122.26218,3922.519482187109 km
PINNACLE FINL PARTNERS INC,"150 Third Avenue South, Suite 900, Nashville, TN, 37201",36.16019,-86.77478,912.0643628782705 km
MOODY'S CORP,"7 World Trade Center, 250 Greenwich Street, New York, NY, 10007",41.49538,-74.10987,381.2549118561977 km
TTM TECHNOLOGIES INC,"1665 Scenic Avenue, Suite 250, Costa Mesa, CA, 92626",33.69894,-117.9266,3686.561057630809 km
GREATBATCH INC,"2595 Dallas Parkway, Suite 310, Frisco, TX, 75034",33.0995,-96.82392,1891.6447874229427 km
COACH INC,"516 West 34th Street, New York, NY, 10001",40.75468,-74.00044,331.8784675942069 km
IXIA,"26601 West Agoura Road, Calabasas, CA, 91302",34.14217,-118.70303,3736.3052386600107 km
MONSANTO CO,"800 North Lindbergh Boulevard, St. Louis, MO, 63167",38.669470000000004,-90.4001,1160.2052898959428 km
BANK MUTUAL CORP,"4949 West Brown Deer Road, Milwaukee, WI, 53223",43.176809999999996,-87.97253,1033.7954858173289 km
UTI WORLDWIDE INC,"100 Oceangate, Suite 1500, Long Beach, 90802",33.76665,-118.19881000000001,3707.428982722707 km
RESOURCES CONNECTION INC,"17101 Armstrong Avenue, Suite 201, Irvine, CA, 92614",33.69558,-117.84515,3679.645013468119 km
ALIGN TECHNOLOGY INC,"2560 Orchard Parkway, San Jose, CA, 95131",37.38278,-121.92953999999999,3898.870323117601 km
GARMIN LTD,"Muhlentalstrasse 2, Schaffhausen, 8200",47.69944,8.63251,6659.712429896339 km
GLOBAL PAYMENTS INC,"10 Glenlake Parkway NE, North Tower, Atlanta, GA, 30328",33.93573,-84.36201,856.5318321120586 km
OIL STATES INTL INC,"Three Allen Center, Suite 4620, 333 Clay Street, Houston, TX, 77002",29.75736,-95.37164,1962.7133915178924 km
NORTHERN OIL & GAS INC,"315 Manitoba Avenue, Suite 200, Wayzata, MN, 55391",44.97088,-93.5164,1520.1475447178225 km
FMC TECHNOLOGIES INC,"5875 North Sam Houston Parkway West, Houston, TX, 77086",29.936490000000003,-95.5128,1962.2155944270207 km
SYNAPTICS INC,"1251 McKay Drive, San Jose, CA, 95131",37.39164,-121.89076000000001,3895.2982570378967 km
MONDELEZ INTERNATIONAL INC,"Three Parkway North, Deerfield, IL, 60015",42.16585,-87.87933000000001,986.6885077283468 km
OMNICELL INC,"590 East Middlefield Road, Mountain View, CA, 94043",37.39513,-122.05168,3908.84080894685 km
PRUDENTIAL FINANCIAL INC,"751 Broad Street, Newark, NJ, 7102",40.736740000000005,-74.17174,319.26668971676645 km
ACCENTURE PLC,"1 Grand Canal Square, Grand Canal Harbour, Dublin, 2",53.34242,-6.28867,5455.1249692184165 km
INLAND REAL ESTATE CORP,"2901 Butterfield Road, Oak Brook, IL, 60523",41.843270000000004,-87.98479,984.6501233424799 km
TASER INTERNATIONAL INC,"17800 North 85th Street, Scottsdale, AZ, 85255",33.64821,-111.89836000000001,3166.0610435648628 km
ALLIANCE DATA SYSTEMS CORP,"7500 Dallas Parkway, Suite 700, Plano, TX, 75024",33.08092,-96.82356999999999,1892.503359326005 km
WILLIS TOWERS WATSON PLC,"51 Lime Street, London, EC3M 7DQ",51.51294,-0.08204,5916.569201950045 km
ROCKWELL COLLINS INC,"400 Collins Road NE, Cedar Rapids, IA, 52498",42.028220000000005,-91.6385,1284.3054381137908 km
CROSS COUNTRY HEALTHCARE INC,"6551 Park of Commerce Boulevard, N.W., Boca Raton, FL, 33487",26.400479999999998,-80.10965999999999,1415.3096607032496 km
NATUS MEDICAL INC,"6701 Koll Center Parkway, Suite 120, Pleasanton, CA, 94566",37.66016,-121.89903999999999,3887.5709023503705 km
AMN HEALTHCARE SERVICES INC,"12400 High Bluff Drive, Suite 100, San Diego, CA, 92130",32.94338,-117.24093,3657.8991296348067 km
ZIMMER BIOMET HOLDINGS INC,"1800 West Center Street, Warsaw, IN, 46581-0708",41.24078,-85.88395,797.7086523832735 km
BIG 5 SPORTING GOODS CORP,"2525 East El Segundo Boulevard, El Segundo, CA, 90245",33.91685,-118.37574,3716.80688675982 km
ANTHEM INC,"120 Monument Circle, Indianapolis, IN, 46204",39.769020000000005,-86.15865,791.8807472969334 km
GAMESTOP CORP,"625 Westport Parkway, Grapevine, TX, 76051",32.90274,-97.08752,1923.3056710576425 km
CENTENE CORP,"Centene Plaza, 7700 Forsyth Boulevard, St. Louis, MO, 63105",38.64953,-90.3345,1154.7332987192945 km
PRINCIPAL FINANCIAL GRP INC,"711 High Street, Des Moines, IA, 50392",41.58853,-93.62751999999999,1440.399404776956 km
ADVANCE AUTO PARTS INC,"Store Support Center, 5008 Airport Road, Roanoke, VA, 24012",37.31775,-79.95838,310.33331829227706 km
ACUITY BRANDS INC,"1170 Peachtree Street, NE, Suite 2300, Atlanta, GA, 30309",33.78632,-84.38388,869.2144694443543 km
MANTECH INTL CORP,"12015 Lee Jackson Highway, Fairfax, VA, 22033",38.866659999999996,-77.36068,28.147942632643908 km
JETBLUE AIRWAYS CORP,"27-01 Queens Plaza North, Long Island City, NY, 11101",40.75071,-73.93881,335.7634797913797 km
NETFLIX INC,"100 Winchester Circle, Los Gatos, CA, 95032",37.25959,-121.96265,3905.6151730525794 km
REPUBLIC AIRWAYS HLDGS INC,"8909 Purdue Road, Suite 300, Indianapolis, IN, 46268",39.91706,-86.22005,798.4534980771165 km
CALAVO GROWERS INC,"1141A Cummings Road, Santa Paula, CA, 93060",34.33149,-119.12856000000001,3765.753680173031 km
COMPUTER PROGRAMS & SYSTEMS,"6600 Wall Street, Mobile, AL, 36695",30.67183,-88.19587,1367.5104250895185 km
AECOM INC,"1999 Avenue of the Stars, Suite 2600, Los Angeles, CA, 90067",34.05867,-118.4164,3714.7763096115436 km
KIRKLAND'S INC,"5310 Maryland Way, Brentwood, TN, 37027",36.03702,-86.80986,920.2599754038027 km
SAFETY INSURANCE GROUP INC,"20 Custom House Street, Boston, MA, 2110",42.35816,-71.05306,635.4410988537128 km
RED ROBIN GOURMET BURGERS,"6312 South Fiddler's Green Circle, Suite 200N, Greenwood Village, CO, 80111",39.60325,-104.89335,2396.0476682294902 km
ENPRO INDUSTRIES INC,"5605 Carnegie Boulevard, Suite 500, Charlotte, NC, 28209",35.15335,-80.83824,535.5846903305502 km
CME GROUP INC,"20 South Wacker Drive, Chicago, IL, 60606",41.88118,-87.63744,958.1387409451013 km
WYNN RESORTS LTD,"3131 Las Vegas Boulevard South, Las Vegas, NV, 89109",36.12659,-115.16552,3360.348304446066 km
NASDAQ INC,"One Liberty Plaza, 165 Broadway, New York, NY, 10006",40.71028,-74.01276999999999,328.071196882338 km
DICKS SPORTING GOODS INC,"345 Court Street, Coraopolis, PA, 15108",40.50759,-80.2658,329.4319023415754 km
HORNBECK OFFSHORE SVCS INC,"103 Northpark Blvd Ste 300, Covington, LA, 70433-6111",30.442090000000004,-90.08626,1517.1029935805107 km
CARTER'S INC,"Phipps Tower, Suite 1800, 3438 Peachtree Road NE, Atlanta, GA, 30326",33.85268,-84.3639,862.8640452844453 km
PROVIDENT FINANCIAL SVCS INC,"239 Washington Street, Jersey City, NJ, 7302",40.71578,-74.03809,326.73073439139216 km
TEXAS CAPITAL BANCSHARES INC,"2000 McKinney Avenue, Suite 700, Dallas, TX, 75201",32.79074,-96.80351999999999,1904.9188616394354 km
PRA GROUP INC,"120 Corporate Boulevard, Norfolk, VA, 23502",36.84086,-76.21314,239.56921356686448 km
SAIA INC,"11465 Johns Creek Parkway, Suite 400, Johns Creek, GA, 30097",34.06217,-84.16528000000001,833.6439016102636 km
CIMAREX ENERGY CO,"1700 Lincoln Street, Suite 3700, Denver, CO, 80203",39.74372,-104.98531000000001,2401.9980654339615 km
SEAGATE TECHNOLOGY PLC,"38/39 Fitzwilliam Square, Dublin, 2",,,
MOLINA HEALTHCARE INC,"200 Oceangate, Suite 100, Long Beach, CA, 90802",33.76675,-118.19995,3707.5236530667303 km
ENDURANCE SPECIALTY HOLDINGS,"Wellesley House, 90 Pitts Bay Road, Pembroke, HM 08",,,
DTS INC,"5220 Las Virgenes Road, Calabasas, CA, 91302",34.15102,-118.6968,3735.423805939966 km
NETGEAR INC,"350 East Plumeria Drive, San Jose, CA, 95134",37.39445,-121.92584,3898.1857608218725 km
QEP RESOURCES INC,"1050 17th Street, Suite 800, Denver, CO, 80265",39.74799,-104.99463,2402.735419473089 km
PROVIDENCE SERVICE CORP,"64 East Broadway Boulevard, Tucson, AZ, 85701",32.22081,-110.96983999999999,3144.7906049067406 km
LKQ CORP,"500 West Madison Street, Suite 2800, Chicago, IL, 60661",41.88236,-87.64043000000001,958.4141323731972 km
TESSERA TECHNOLOGIES INC,"3025 Orchard Parkway, San Jose, CA, 95134",37.39265,-121.93813,3899.2857216470334 km
SYNNEX CORP,"44201 Nobel Drive, Fremont, CA, 94538",37.49625,-121.97941000000002,3899.5100162133053 km
AMERICAN EQTY INVT LIFE HLDG,"6000 Westown Parkway, West Des Moines, IA, 50266",41.593999999999994,-93.79203000000001,1454.0980547998317 km
ACORDA THERAPEUTICS INC,"420 Saw Mill River Road, Ardsley, NY, 10502",40.996790000000004,-73.85723,358.0677714726214 km
UNIVERSAL TECHNICAL INST,"16220 North Scottsdale Road, Suite 100, Scottsdale, AZ, 85254",33.633959999999995,-111.92646,3169.058875021919 km
TEMPUR SEALY INTL INC,"1000 Tempur Way, Lexington, KY, 40511",38.098690000000005,-84.49359,656.1540662004686 km
ASSURANT INC,"28 Liberty Street, 41st Floor, New York, NY, 10005",40.708729999999996,-74.00954,328.1864853195426 km
COMPASS MINERALS INTL INC,"9900 West 109th Street, Suite 100, Overland Park, KS, 66210",38.93112,-94.69935,1529.3177723554513 km
BUFFALO WILD WINGS INC,"5500 Wayzata Boulevard, Suite 1600, Minneapolis, MN, 55416",44.97228,-93.3501,1507.9320905759434 km
ASPEN INSURANCE HOLDINGS LTD,"141 Front Street, Hamilton, HM 19",39.40201,-84.56262,652.6051259082633 km
SALESFORCE.COM INC,"The Landmark @ One Market, Suite 300, San Francisco, CA, 94105",37.79234,-122.39121999999999,3925.1309002931584 km
GENWORTH FINANCIAL INC,"6620 West Broad Street, Richmond, VA, 23230",37.601729999999996,-77.51428,149.75292494274748 km
MARKETAXESS HOLDINGS INC,"299 Park Avenue, 10th Floor, New York, NY, 10171",40.64127,-73.99641,324.656370898661 km
B&G FOODS INC,"Four Gatehall Drive, Parsippany, NJ, 7054",40.84701,-74.46752,308.57094635415257 km
DOMINO'S PIZZA INC,"30 Frank Lloyd Wright Drive, Ann Arbor, MI, 48105",42.31929,-83.6828,678.3012408680981 km
MASTERCARD INC,"2000 Purchase Street, Purchase, NY, 10577",41.02458,-73.71113000000001,369.551789722056 km
ALPHABET INC,"1600 Amphitheatre Parkway, Mountain View, CA, 94043",37.42216,-122.08426999999999,3910.746267224389 km
TEXAS ROADHOUSE INC,"6040 Dutchmans Lane, Suite 200, Louisville, KY, 40205",38.22715,-85.64105,753.1578119652837 km
EXTRA SPACE STORAGE INC,"2795 East Cottonwood Parkway, Suite 400, Salt Lake City, UT, 84121",40.6339,-111.81308999999999,2966.464351257323 km
DIAMONDROCK HOSPITALITY CO,"3 Bethesda Metro Center, Suite 1500, Bethesda, MD, 20814",38.98411,-77.09478,10.756172422406554 km
SIGNATURE BANK/NY,"565 Fifth Avenue, New York, NY, 10017",40.75627,-73.97878,333.4399110535564 km
VIAD CORP,"1850 North Central Avenue, Suite 1900, Phoenix, AZ, 85004",33.4684,-112.07489,3188.4895970720063 km
MONOLITHIC POWER SYSTEMS INC,"79 Great Oaks Boulevard, San Jose, CA, 95119",37.235440000000004,-121.77893999999999,3890.786724116351 km
ENERSYS INC,"2366 Bernville Road, Reading, PA, 19605",40.36712,-75.96393,187.42961232545807 km
DREAMWORKS ANIMATION INC,"Campanile Building, 1000 Flower Street, Glendale, CA, 91201",34.15749,-118.28551999999999,3699.6295829326637 km
CALAMOS ASSET MANAGEMENT INC,"2020 Calamos Court, Naperville, IL, 60563",41.80514,-88.20159,1000.8829049550291 km
BIOMED REALTY TRUST INC,"17190 Bernardo Center Drive, San Diego, CA, 92128",33.02482,-117.07743,3640.347628409287 km
HEARTLAND PAYMENT SYSTEMS,"90 Nassau Street, Princeton, NJ, 8542",40.349909999999994,-74.66005,260.191980712071 km
AMERICAN CAMPUS COMMUNITIES,"12700 Hill Country Boulevard, Suite T-200, Austin, TX, 78738",30.3086,-97.9389,2133.810611067716 km
EDUCATION REALTY TRUST INC,"999 South Shady Grove Road, Suite 600, Memphis, TN, 38120",35.10456,-89.86035,1215.0754121454167 km
CONSOLIDATED COMM HLDGS INC,"121 South 17th Street, Mattoon, IL, 61938",39.48178,-88.37561,980.9396556371314 km
MOSAIC CO,"Atria Corporate Center, Suite E490, 3033 Campus Drive, Plymouth, MN, 55441",45.01547,-93.45468000000001,1517.3472520895173 km
MEDICAL PROPERTIES TRUST,"1000 Urban Center Drive, Suite 501, Birmingham, AL, 35242",33.48198,-86.70237,1055.734373057201 km
NEENAH PAPER INC,"3460 Preston Ridge Road, Suite 600, Alpharetta, GA, 30005",34.07244,-84.2619,839.5206341187495 km
PRESTIGE BRANDS HOLDINGS,"660 White Plains Road, Suite 250, Tarrytown, NY, 10591",41.05985,-73.83464000000001,364.0171467306561 km
